N,Должность,Язык.программирования,Специализация,Общий.опыт.работы,Опыт.работы.на.текущем.месте,Зарплата.в.месяц,Изменение.зарплаты.за.12.месяцев,Город,Размер.компании,Тип.компании,Пол,Возраст,Образование,Университет,Еще.студент,Уровень.английского,Предметная.область,Дата.заполнения,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
513,Software Engineer,Java,,1.5,1.5,800,300,Львов,до 50 человек,Аутсорсинговая,мужской,26,Высшее,Другой вуз,False,средний,Android,12/06/2017 14:27:42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,800,,DEV,1678.630073800738
516,Software Engineer,JavaScript,,3,3,3000,150,Львов,до 1000 человек,Аутсорсинговая,мужской,30,Высшее,Львовская Политехника,False,продвинутый,Веб-разработка,12/06/2017 14:28:31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3.0,3.0,3000,,DEV,1678.630073800738
518,Software Engineer,JavaScript,,2,0.25,2200,1800,Киев,до 50 человек,Аутсорсинговая,мужской,22,Высшее,НТУУ «КПИ»,False,продвинутый,Веб-разработка,12/06/2017 14:28:45,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",2.0,0.25,2200,,DEV,1678.630073800738
526,Software Engineer,Java,,2,1,1500,300,Одесса,до 200 человек,Аутсорсинговая,мужской,26,Высшее,Другой вуз,False,средний,Android,12/06/2017 14:29:56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,1500,,DEV,1678.630073800738
530,Software Engineer,PHP,,3,0.5,760,360,Львов,до 50 человек,Аутсорсинговая,мужской,25,Высшее,ЛНУ им. Франко,False,средний,Веб-разработка,12/06/2017 14:31:41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",3.0,0.5,760,,DEV,1678.630073800738
534,Software Engineer,PHP,,3,3,800,150,Киев,до 10 человек,Продуктовая,мужской,27,Высшее,Другой вуз,False,элементарный,Веб-разработка,12/06/2017 14:32:26,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3.0,3.0,800,,DEV,1678.630073800738
536,Software Engineer,JavaScript,,4,0.5,2800,600,Днепр,свыше 1000 человек,Аутсорсинговая,мужской,27,Высшее,ДНУ им. Гончара,False,ниже среднего,Веб-разработка,12/06/2017 14:32:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.5,2800,,DEV,1678.630073800738
538,Software Engineer,C++,,2,1,1500,300,Киев,до 200 человек,Аутсорсинговая,мужской,24,Высшее,НАУ,False,средний,Desktop Applications,12/06/2017 14:33:12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,1500,,DEV,1678.630073800738
539,Software Engineer,Java,,2,1,1500,500,Киев,до 200 человек,Аутсорсинговая,мужской,27,Незаконченное высшее,Другой вуз,False,выше среднего,Android,12/06/2017 14:33:13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,1500,,DEV,1678.630073800738
544,Software Engineer,Golang,,2,0.5,1000,600,Киев,до 10 человек,Стартап,мужской,22,Незаконченное высшее,НТУ «ХПИ»,False,средний,Финансы и банки,12/06/2017 14:33:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.5,1000,,DEV,1678.630073800738
546,Software Engineer,Java,,3,0.25,1500,700,Харьков,до 50 человек,Аутсорсинговая,мужской,25,Высшее,ХНУРЭ,False,ниже среднего,Android,12/06/2017 14:33:55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.25,1500,,DEV,1678.630073800738
547,Software Engineer,PHP,,10 и более лет,0.5,1500,1500,Запорожье,до 200 человек,Аутсорсинговая,мужской,36,Высшее,ВНУ им. Даля,False,ниже среднего,Веб-разработка,12/06/2017 14:34:20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.5,1500,,DEV,1678.630073800738
551,Software Engineer,JavaScript,,3,1,1450,200,Харьков,до 50 человек,Продуктовая,мужской,24,Высшее,ХНУРЭ,False,средний,Веб-разработка,12/06/2017 14:34:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3.0,1.0,1450,,DEV,1678.630073800738
552,Software Engineer,C#/.NET,,3,1.5,1600,0,Львов,до 200 человек,Продуктовая,мужской,24,Высшее,ЧГУ им. Петра Могилы,False,средний,Desktop Applications,12/06/2017 14:35:02,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,3.0,1.5,1600,,DEV,1678.630073800738
553,Software Engineer,Scala,,2,меньше 3 месяцев,2500,1200,Киев,до 1000 человек,Аутстаффинговая,мужской,22,Высшее,Другой вуз,False,средний,Корпоративные системы,12/06/2017 14:35:16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",2.0,0.0,2500,,DEV,1678.630073800738
554,Software Engineer,Java,,3,3,2300,1000,Харьков,до 50 человек,Продуктовая,мужской,23,Высшее,ХНУРЭ,False,выше среднего,"Веб-разработка,Финансы и банки",12/06/2017 14:35:16,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,2300,,DEV,1678.630073800738
563,Software Engineer,PHP,,4,2,900,200,Киев,до 10 человек,Продуктовая,мужской,24,Техникум / Колледж,,False,ниже среднего,Веб-разработка,12/06/2017 14:37:21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,2.0,900,,DEV,1678.630073800738
566,Software Engineer,Python,,2,2,1000,200,Хмельницкий,до 10 человек,Стартап,мужской,21,Высшее,ХНУ [г. Хмельницкий],True,выше среднего,Веб-разработка,12/06/2017 14:38:30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,1000,,DEV,1678.630073800738
572,Software Engineer,C,,5,5,2100,500,Киев,до 1000 человек,Продуктовая,мужской,27,Высшее,Другой вуз,False,ниже среднего,"Embedded,Системное программирование",12/06/2017 14:40:06,"Mozilla/5.0 (Linux; Android 4.4.4; GT-I9300 Build/KTU84Q) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",5.0,5.0,2100,,DEV,1678.630073800738
573,Software Engineer,Python,,5,1,1750,0,Удаленно,до 10 человек,Стартап,мужской,25,Высшее,КНУСА,False,выше среднего,Корпоративные системы,12/06/2017 14:40:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5.0,1.0,1750,,DEV,1678.630073800738
576,Software Engineer,Java,,4,1,1900,900,Харьков,до 50 человек,Аутсорсинговая,мужской,30,Кандидат,ХНУРЭ,False,средний,Другое,12/06/2017 14:40:57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,1.0,1900,,DEV,1678.630073800738
578,Software Engineer,Scala,,5,0.5,1600,800,Тернополь,до 10 человек,Продуктовая,мужской,25,Высшее,Другой вуз,False,средний,"Desktop Applications,Другое",12/06/2017 14:41:03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,0.5,1600,,DEV,1678.630073800738
589,Software Engineer,JavaScript,,2,0.5,1400,200,Киев,свыше 1000 человек,Аутсорсинговая,мужской,24,Незаконченное высшее,Другой вуз,False,выше среднего,"Веб-разработка,Финансы и банки",12/06/2017 14:43:55,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,2.0,0.5,1400,,DEV,1678.630073800738
591,Software Engineer,Java,,5,3,2500,0,Днепр,свыше 1000 человек,Аутсорсинговая,мужской,42,Высшее,ДНУ им. Гончара,False,выше среднего,Финансы и банки,12/06/2017 14:44:07,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,3.0,2500,,DEV,1678.630073800738
602,Software Engineer,Java,,3,1.5,1600,500,Киев,до 50 человек,Аутстаффинговая,мужской,27,Высшее,НАУ,False,выше среднего,Веб-разработка,12/06/2017 14:46:57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.5,1600,,DEV,1678.630073800738
604,Software Engineer,Objective-C,,3,2,3000,700,Киев,до 200 человек,Аутсорсинговая,мужской,23,Незаконченное высшее,НТУУ «КПИ»,False,средний,iOS,12/06/2017 14:47:04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",3.0,2.0,3000,,DEV,1678.630073800738
605,Software Engineer,Python,,7,0.25,3325,325,Киев,до 1000 человек,Аутстаффинговая,мужской,28,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,12/06/2017 14:47:23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",7.0,0.25,3325,,DEV,1678.630073800738
607,Software Engineer,1С,,4,2,500,0,Киев,до 50 человек,Другая,мужской,24,Высшее,НАУ,False,ниже среднего,eCommerce,12/06/2017 14:48:20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,2.0,500,,DEV,1678.630073800738
608,Software Engineer,Java,,2,меньше 3 месяцев,1500,950,Киев,до 200 человек,Продуктовая,женский,33,Два высших,НАУ,False,средний,Финансы и банки,12/06/2017 14:48:30,"Mozilla/5.0 (Linux; Android 4.4.4; GT-I9300I Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",2.0,0.0,1500,,DEV,1678.630073800738
617,Software Engineer,C#/.NET,,3,3,1900,500,Киев,до 1000 человек,Аутсорсинговая,мужской,25,Два высших,НТУУ «КПИ»,True,выше среднего,"Веб-разработка,Корпоративные системы",12/06/2017 14:49:22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,1900,,DEV,1678.630073800738
619,Software Engineer,C++,,9,3,2100,100,Киев,до 50 человек,Аутсорсинговая,мужской,34,Высшее,КНУ им. Шевченко,False,средний,"Android,Desktop Applications",12/06/2017 14:49:27,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,9.0,3.0,2100,,DEV,1678.630073800738
624,Software Engineer,JavaScript,,1,1,1150,650,Киев,до 50 человек,Аутсорсинговая,мужской,28,Высшее,НТУУ «КПИ»,False,ниже среднего,Веб-разработка,12/06/2017 14:50:45,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,1150,,DEV,1678.630073800738
627,Software Engineer,C#/.NET,,1.5,меньше 3 месяцев,925,600,Ровно,свыше 1000 человек,Аутсорсинговая,мужской,21,Незаконченное высшее,Другой вуз,True,выше среднего,Веб-разработка,12/06/2017 14:51:10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.0,925,,DEV,1678.630073800738
634,Software Engineer,C++,,5,0.5,3150,150,Одесса,до 50 человек,Продуктовая,мужской,27,Высшее,ОНПУ,False,средний,"Embedded,Системное программирование",12/06/2017 14:52:06,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,0.5,3150,,DEV,1678.630073800738
635,Software Engineer,C++,,1.5,0.5,1700,1300,Киев,до 1000 человек,Продуктовая,мужской,26,Два высших,Другой вуз,False,выше среднего,Другое,12/06/2017 14:52:06,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4A Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36",1.5,0.5,1700,,DEV,1678.630073800738
637,Software Engineer,JavaScript,,2,0.5,2000,1700,Удаленно,до 50 человек,Аутсорсинговая,мужской,19,Незаконченное высшее,Другой вуз,True,средний,Веб-разработка,12/06/2017 14:52:18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",2.0,0.5,2000,,DEV,1678.630073800738
649,Software Engineer,PHP,,2,0.5,1200,200,Одесса,свыше 1000 человек,Продуктовая,мужской,25,Высшее,Другой вуз,False,средний,Веб-разработка,12/06/2017 14:54:27,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",2.0,0.5,1200,,DEV,1678.630073800738
650,Software Engineer,Swift,,4,0.25,2050,400,Львов,до 1000 человек,Аутсорсинговая,мужской,29,Высшее,КНУ им. Шевченко,True,средний,iOS,12/06/2017 14:54:28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",4.0,0.25,2050,,DEV,1678.630073800738
651,Software Engineer,JavaScript,,1,1,800,500,Львов,до 50 человек,Аутсорсинговая,мужской,28,Высшее,Львовская Политехника,False,выше среднего,Веб-разработка,12/06/2017 14:54:36,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/95.0.0.54.70;FBBV/59901094;FBDV/iPhone6,1;FBMD/iPhone;FBSN/iOS;FBSV/10.3.2;FBSS/2;FBCR/lifecell;FBID/phone;FBLC/ru_RU;FBOP/5;FBRV/0]",1.0,1.0,800,,DEV,1678.630073800738
670,Software Engineer,Python,,3,3,2000,0,Львов,до 50 человек,Аутсорсинговая,мужской,25,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,eCommerce",12/06/2017 14:58:02,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",3.0,3.0,2000,,DEV,1678.630073800738
671,Software Engineer,Java,,1.5,1,1600,600,Львов,до 10 человек,Продуктовая,мужской,30,Высшее,Другой вуз,False,ниже среднего,Веб-разработка,12/06/2017 14:58:47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.0,1600,,DEV,1678.630073800738
676,Software Engineer,Swift,,1,меньше 3 месяцев,1425,900,Киев,до 50 человек,Продуктовая,мужской,22,Незаконченное высшее,НТУУ «КПИ»,False,продвинутый,iOS,12/06/2017 14:59:28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30",1.0,0.0,1425,,DEV,1678.630073800738
680,Software Engineer,Python,,3,1,2500,1000,Киев,свыше 1000 человек,Аутсорсинговая,мужской,26,Высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,Системное программирование",12/06/2017 14:59:49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,2500,,DEV,1678.630073800738
681,Software Engineer,JavaScript,,5,3,1400,100,Винница,до 1000 человек,Продуктовая,мужской,27,Незаконченное высшее,Другой вуз,True,выше среднего,"Веб-разработка,Корпоративные системы",12/06/2017 15:00:12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",5.0,3.0,1400,,DEV,1678.630073800738
687,Software Engineer,JavaScript,,2,1,1700,1000,Киев,свыше 1000 человек,Аутсорсинговая,мужской,25,Два высших,ДонНТУ,False,средний,Веб-разработка,12/06/2017 15:00:58,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,1700,,DEV,1678.630073800738
